编号,名字,别名,世代,种族,属性,装备凹槽,消耗容量,成长,退化,进化,进化条件,Lv.1数值,Lv.99数值,SS,必杀技,继承技
138,雷克斯兽,,成熟期,资料,水,2,6,速度,"['妖狐兽', '露娜兽', '修女兽雪白']","['玉兔兽', '新月兽', '音速迦奥迦兽']","('等级：15', 'HP：', 'SP：', 'ATK：35', 'DEF：', 'INT：', 'SPD：40', '友情：', '才能：', '')","('HP：350', 'SP：60', 'ATK：45', 'INT：50', 'DEF：35', 'SPD：80')","('HP：1230', 'SP：167', 'ATK：143', 'INT：148', 'DEF：133', 'SPD：207')","('月下冰刃', '水、光属性技能造成的伤害增加10%。')","[('月夜水弹', '对敌方单体发动水属性威力60的魔法攻击。使对方50%的机率产生睡眠效果。')]","['Lv.寒冰之箭Ⅱ', 'Lv.力量能源Ⅱ', 'Lv.交叉拳']"
139,镰鼬兽,裂破兽,成熟期,疫苗,光,2,6,速度,"['管狐兽', '巴达兽', '小狗兽', '加布兽（黑）', '龙蛇兽']","['拉比兽', '妖精兽', '麒麟兽']","('等级：16', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：40', '友情：', '才能：5', '')","('HP：350', 'SP：65', 'ATK：45', 'INT：50', 'DEF：50', 'SPD：80')","('HP：1230', 'SP：172', 'ATK：143', 'INT：148', 'DEF：148', 'SPD：207')","('神秘的守护', '陷入异常状态的机率降低50%。')","[('驱驱裂空斩', '对敌方单体发动2~4次威力30的风属性物理攻击。')]","['Lv.神圣钩爪Ⅱ', 'Lv.闪耀雷射Ⅰ', 'Lv.灵气']"
140,雀蜂兽,胡蜂兽,成熟期,病毒,雷,2,6,速攻,"['甲虫兽', '多路兽', '幻蜂兽', '虫虫兽']","['炮蜂兽', '拉比兽', '超比多兽', '大古加兽']","('等级：14', 'HP：', 'SP：', 'ATK：40', 'DEF：', 'INT：', 'SPD：40', '友情：', '才能：', '')","('HP：600', 'SP：30', 'ATK：70', 'INT：35', 'DEF：55', 'SPD：55')","('HP：1770', 'SP：118', 'ATK：197', 'INT：113', 'DEF：143', 'SPD：172')","('皇家突击队', '发动攻击时，有10%的机率使对方麻痹。')","[('涡轮螯针', '对敌方单体发动4次王威力25的雷属性物理攻击。')]","['Lv.奈米机械破坏Ⅱ', 'Lv.命中填充', 'Lv.麻痹电网']"
141,超比多兽,,完全体,疫苗,木,2,12,铁壁,"['比多兽', '鼻屎兽', '雀蜂兽']","['究极古加兽', '圣龙兽', '力神比多兽']","('等级：28', 'HP：400', 'SP：', 'ATK：', 'DEF：95', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：800', 'SP：62', 'ATK：50', 'INT：65', 'DEF：100', 'SPD：53')","('HP：2070', 'SP：169', 'ATK：138', 'INT：153', 'DEF：227', 'SPD：131')","('麻痹如水流', '不会陷入麻痹状态')","[('超大角炮', '对敌方单体发动雷属性高威力的INT贯穿攻击。')]","['Lv.符文之森Ⅰ', 'Lv.速度破坏', 'Lv.盖亚元素Ⅲ', 'Lv.符文之森Ⅱ']"
142,阿卡迪兽完全体,,完全体,病毒,暗,3,14,万能,"['冰恶魔兽', '阿卡迪兽成熟期', '魔蛹兽']","['阿卡迪兽究极体', '超恶魔兽', '究极魔兽']","('等级：30', 'HP：', 'SP：', 'ATK：110', 'DEF：', 'INT：85', 'SPD：', '友情：', '才能：', '骇客追忆通关')","('HP：600', 'SP：67', 'ATK：108', 'INT：70', 'DEF：50', 'SPD：85')","('HP：1670', 'SP：174', 'ATK：206', 'INT：168', 'DEF：148', 'SPD：192')","('理想乡', '降低受到即死效果的机率50%，提升CRT发生率10%。')","[('点之矩阵', '对敌方单体发动无属性高威力的DEF贯穿攻击。吸取30%的HP。')]","['Lv15.死亡召唤', 'Lv25.攻击破坏', 'Lv35.烈风利爪Ⅱ', 'Lv45.神圣钩爪Ⅱ']"
143,玉兔兽,,完全体,资料,无,3,12,速度,"['加鲁哥兽', '兔爷兽', '冰巫师兽', '锐啄兽', '雷克斯兽']","['基路比兽善', '超恶魔兽', '狄安娜兽', '基路比兽恶']","('等级：28', 'HP：', 'SP：', 'ATK：65', 'DEF：', 'INT：75', 'SPD：85', '友情：', '才能：', '')","('HP：500', 'SP：70', 'ATK：75', 'INT：65', 'DEF：60', 'SPD：105')","('HP：1380', 'SP：177', 'ATK：173', 'INT：163', 'DEF：158', 'SPD：232')","('冥想', '每回合回复最大HP的6%。')","[('万斧斩', '对敌方单体发动2次威力60的风属性物理攻击。')]","['Lv.马赫突击Ⅰ', 'Lv.反麻痹', 'Lv.马赫突击Ⅱ', 'Lv.力量能源Ⅲ']"
144,安杜路兽,机械人兽,完全体,疫苗,雷,3,12,防御,"['守卫兽', '守卫兽（金）', '时钟兽', '希拉兽', '坦克兽']","['颅骨兽', '高级安杜路兽', '虎蜂兽']","('等级：28', 'HP：', 'SP：', 'ATK：75', 'DEF：75', 'INT：75', 'SPD：', '友情：', '才能：', '')","('HP：550', 'SP：45', 'ATK：80', 'INT：80', 'DEF：94', 'SPD：56')","('HP：1530', 'SP：143', 'ATK：187', 'INT：187', 'DEF：221', 'SPD：134')","('钢铁帝国', '雷属性技能造成的伤害增加15%。')","[('旋转能量剑', '对敌方单体发动威力110的雷属性物理攻击，容易产生爆击。')]","['Lv.正极锁链', 'Lv.灵气', 'Lv.奈米机械破坏Ⅲ', 'Lv.音速空洞Ⅲ']"
145,陨石兽,,完全体,资料,土,3,12,防御,"['冰石兽', '战甲兽', '岩石兽', '泥熊兽', '亚伯兽', '狮子兽']","['外星兽', '钢铁悟空兽', '狄安娜兽']","('等级：26', 'HP：', 'SP：', 'ATK：', 'DEF：110', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：600', 'SP：55', 'ATK：70', 'INT：75', 'DEF：100', 'SPD：50')","('HP：1580', 'SP：153', 'ATK：177', 'INT：182', 'DEF：227', 'SPD：128')","('动物竞技场', '土属性技能造成的伤害增加15%。')","[('宇宙闪光', '对敌方全体发动威力75的无属性魔法攻击。')]","['Lv.地牛翻身Ⅰ', 'Lv.流星坠落Ⅰ', 'Lv.雄伟巨石Ⅲ', 'Lv.力量能源Ⅲ']"
146,地狱使者兽,,完全体,自由,暗,3,14,速攻,"['魔蛹兽', '飞虫兽', '恶魔兽', '阿卡迪兽成熟期']","['堕天地狱兽', '超恶魔兽', '究极吸血魔兽', '阿卡迪兽究极体']","('等级：30', 'HP：', 'SP：', 'ATK：95', 'DEF：', 'INT：', 'SPD：80', '友情：', '才能：', '')","('HP：750', 'SP：55', 'ATK：135', 'INT：35', 'DEF：45', 'SPD：95')","('HP：1920', 'SP：143', 'ATK：262', 'INT：113', 'DEF：133', 'SPD：212')","('破坏神', '发动攻击时，有10%的机率使对方立即死亡。')","[('地狱榴弹', '对敌方单体发动4次威力30的火属性物理攻击，并有50%的机率使对方的DEF降低10%。')]","['Lv.破坏加农Ⅱ', 'Lv.死亡召唤', 'Lv.马赫突击Ⅱ', 'Lv.破坏加农Ⅲ']"
147,吸血魔兽,,完全体,病毒,暗,3,14,双刀,"['冰恶魔兽', '巫师兽', '血狼兽', '恶魔兽', '猛鬼兽']","['究极吸血魔兽', '大德古兽', '巴尔巴兽', '小丑皇', '阿卡迪兽究极体']","('等级：30', 'HP：', 'SP：', 'ATK：70', 'DEF：', 'INT：90', 'SPD：', '友情：', '才能：10', '')","('HP：800', 'SP：64', 'ATK：90', 'INT：90', 'DEF：55', 'SPD：61')","('HP：1780', 'SP：162', 'ATK：207', 'INT：207', 'DEF：143', 'SPD：159')","('噩梦军团', '暗属性技能造成的伤害增加15%。')","[('夜魔飞袭', '对敌方全体发动威力65的暗属性魔法攻击，并吸收15%HP。')]","['Lv.地狱粉碎Ⅰ', 'Lv.精神耗竭', 'Lv.梦魇Ⅲ', 'Lv.破坏加农Ⅲ']"
148,翼龙兽,,完全体,疫苗,风,3,14,速攻,"['飞龙兽', 'V仔兽EX', '核龙兽蓝']","['究极V龙兽', '斩龙兽', '杜纳斯兽']","('等级：30', 'HP：', 'SP：', 'ATK：80', 'DEF：', 'INT：', 'SPD：95', '友情：', '才能：10', '')","('HP：800', 'SP：45', 'ATK：100', 'INT：50', 'DEF：65', 'SPD：100')","('HP：1970', 'SP：133', 'ATK：227', 'INT：128', 'DEF：153', 'SPD：217')","('天龙', '增加风属性技能所给予的伤害，且SPD也增加10%。')","[('超音炽热息', '对敌方单体发动火属性威力100的物理攻击。能夠提升自我的SPD 10%。')]","['Lv.速度破坏', 'Lv.马赫突击Ⅱ', 'Lv.烈风利爪Ⅲ', 'Lv.狂风暴雨Ⅱ']"
149,炎龙兽,,完全体,自由,火,3,14,速度,"['火神兽', '古拉兽', '巴多拉兽', '火焰兽']",['凯撒暴龙兽'],"('等级：30', 'HP：500', 'SP：', 'ATK：120', 'DEF：60', 'INT：', 'SPD：', '友情：', '才能：', '兽型斗士精神拥有')","('HP：820', 'SP：45', 'ATK：120', 'INT：46', 'DEF：82', 'SPD：65')","('HP：1700', 'SP：152', 'ATK：218', 'INT：144', 'DEF：180', 'SPD：192')","('野兽斗士精神', 'ATK上升20%，SPD减少10%。')","[('炎龙扫射', '对敌方单体发动火属性威力30的物理攻击3~6次。')]","['Lv15.加速增幅器', 'Lv25.云雾汽油弹Ⅲ', 'Lv35.地牛翻身Ⅱ', 'Lv45.流星坠落Ⅱ']"
150,飞行V龙兽,,完全体,疫苗,风,1,14,速攻,"['亚古拉兽', '核龙兽蓝', '巴多拉兽', 'V龙兽']","['究极V龙兽', '神龙兽', '杜纳斯兽', '鸦神兽']","('等级：30', 'HP：', 'SP：', 'ATK：75', 'DEF：', 'INT：', 'SPD：95', '友情：25', '才能：', '')","('HP：850', 'SP：50', 'ATK：100', 'INT：55', 'DEF：55', 'SPD：95')","('HP：2020', 'SP：138', 'ATK：227', 'INT：133', 'DEF：143', 'SPD：212')","('神速', '战斗开始时必定能先采取行动。（本技能只影响本人）')","[('神龙冲击', '对敌方单体发动风属性威力250的物理攻击。使用后因反作用力受到HP50%的伤害。')]","['Lv.正极锁链', 'Lv.速度填充', 'Lv.烈风利爪Ⅲ', 'Lv.神圣钩爪Ⅲ']"
151,悟空兽,猿猴兽,完全体,病毒,暗,3,12,万能,"['大便兽', '鼻涕兽', '白金大便兽', '庸俗兽']","['大王悟空兽', '摔角火山兽', '小丑皇', '白金鼻涕兽', '钢铁悟空兽']","('等级：26', 'HP：', 'SP：75', 'ATK：', 'DEF：75', 'INT：', 'SPD：65', '友情：', '才能：', '')","('HP：600', 'SP：80', 'ATK：55', 'INT：80', 'DEF：70', 'SPD：80')","('HP：1670', 'SP：187', 'ATK：153', 'INT：178', 'DEF：168', 'SPD：187')","('强化猴子装', '受到的物理伤害减少15%。')","[('爱心光线', '对敌方全体发动暗属性中威力的INT贯穿攻击，并有20%的机率使对方麻痹。')]","['Lv.地狱粉碎Ⅰ', 'Lv.疾速逃脱', 'Lv.反射镜', 'Lv.梦魇Ⅲ']"
152,天女兽,,完全体,疫苗,光,3,14,智力,"['向日葵兽', '迪路兽', '雪人兽']","['圣龙兽', '神圣天女兽', '混沌神魔兽', '女战神兽']","('等级：30', 'HP：', 'SP：75', 'ATK：', 'DEF：', 'INT：100', 'SPD：', '友情：', '才能：10', '')","('HP：500', 'SP：100', 'ATK：30', 'INT：125', 'DEF：50', 'SPD：85')","('HP：1280', 'SP：227', 'ATK：108', 'INT：252', 'DEF：138', 'SPD：202')","('神圣环', 'HP回复效果增加20%。')","[('神圣弓箭', '对敌方单体发动威力100的光属性魔法攻击，必定命中。解除敌方的基本状态强化。')]","['Lv.闪耀雷射Ⅰ', 'Lv.灵气', 'Lv.复活', 'Lv.神圣之光Ⅲ']"
153,大古加兽,,完全体,病毒,木,3,12,攻击,"['古加兽', '飞虫兽', '雀蜂兽']","['超恶魔兽', '究极古加兽', '力神比多兽']","('等级：26', 'HP：', 'SP：', 'ATK：95', 'DEF：90', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：750', 'SP：35', 'ATK：95', 'INT：35', 'DEF：100', 'SPD：70')","('HP：1920', 'SP：113', 'ATK：222', 'INT：113', 'DEF：217', 'SPD：168')","('自然灵魂', '木属性技能早晨的歌伤害增加15%。')","[('亚米加剪刀臂', '对敌方单体发动无属性高威力的DEF贯穿攻击。')]","['Lv.闪电坠击Ⅰ', 'Lv.剧毒陷阱', 'Lv.命中填充', 'Lv.新月之叶Ⅲ']"
154,伽楼达兽,,完全体,疫苗,火,3,12,速度,"['亚古拉兽', '天使兽', '巴多拉兽']","['瓦尔德兽', '狮鹫兽', '裁决兽', '凤凰兽', '鸦神兽']","('等级：30', 'HP：', 'SP：', 'ATK：75', 'DEF：', 'INT：', 'SPD：75', '友情：', '才能：', '')","('HP：600', 'SP：70', 'ATK：75', 'INT：80', 'DEF：60', 'SPD：80')","('HP：1480', 'SP：177', 'ATK：173', 'INT：178', 'DEF：158', 'SPD：207')","('不死鸟之羽', '不会陷入即死状态')","[('影翼斩', '对敌方全体发动威力75的火属性魔法攻击。')]","['Lv15.流星坠落Ⅰ', 'Lv25.狂风暴雨Ⅰ', 'Lv35.爆裂火焰Ⅲ', 'Lv45.反射镜']"
155,银狼兽,,完全体,自由,光,2,14,铁壁,"['野狼兽', '血狼兽', '兹巴伊戈兽', '巴欧哈克兽']",['铠甲加鲁鲁兽'],"('等级：30', 'HP：300', 'SP：', 'ATK：100', 'DEF：', 'INT：', 'SPD：85', '友情：', '才能：', '兽型斗士精神拥有')","('HP：780', 'SP：52', 'ATK：100', 'INT：60', 'DEF：65', 'SPD：85')","('HP：2050', 'SP：159', 'ATK：188', 'INT：148', 'DEF：192', 'SPD：163')","('野兽斗士精神', 'ATK上升20%，SPD减少10%。')","[('流星快刀斩', '对敌方单体发动光属性威力90的物理攻击。能夠提升自我的SPD 20%。')]","['Lv15.烈风利爪Ⅱ', 'Lv25.狂风暴雨Ⅰ', 'Lv35.神圣钩爪Ⅲ', 'Lv45.速度填充力场']"
156,千兆龙兽,,完全体,病毒,风,3,12,防御,"['古拉兽', '大地暴龙兽', '坦克兽', '猛禽龙兽']","['超级火车兽', '暗龙兽', '多路战龙兽', '破灭魔龙兽', '钢铁海龙兽', '机械邪龙兽']","('等级：26', 'HP：800', 'SP：', 'ATK：75', 'DEF：95', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：750', 'SP：45', 'ATK：84', 'INT：60', 'DEF：85', 'SPD：61')","('HP：1730', 'SP：143', 'ATK：191', 'INT：167', 'DEF：212', 'SPD：139')","('铁壁的守护', 'DEF提升15%。')","[('种族灭绝飞弹', '对敌方全体发动威力80的火属性物理攻击。')]","['Lv15.晕眩冲击', 'Lv25.云雾汽油弹Ⅱ', 'Lv35.烈风利爪Ⅲ', 'Lv45.天国闪电Ⅲ']"
157,捕捉豆豆兽,,完全体,资料,雷,3,10,双刀,"['守卫兽', '星星兽', '白金大便兽']","['裁决兽', '木偶兽', '王子豆豆兽']","('等级：26', 'HP：700', 'SP：', 'ATK：', 'DEF：85', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：930', 'SP：60', 'ATK：65', 'INT：37', 'DEF：90', 'SPD：55')","('HP：1910', 'SP：158', 'ATK：182', 'INT：154', 'DEF：178', 'SPD：153')","('全天作战机器', '不会陷入睡眠状态')","[('幻影炸弹', '对敌方单体发动火属性威力130的物理攻击，或隨机向对方使出液晶化的异常状态攻击。')]","['Lv.晕眩冲击', 'Lv.流星坠落Ⅰ', 'Lv.麻痹电网', 'Lv.奈米机械破坏Ⅲ']"
158,炮蜂兽,,完全体,病毒,雷,3,12,速度,"['古加兽', '坦克兽', '雀蜂兽', '羽蝶兽', '银龙兽']","['撒多格杜兽', '超级火车兽', '虎蜂兽']","('等级：28', 'HP：', 'SP：', 'ATK：', 'DEF：75', 'INT：', 'SPD：75', '友情：', '才能：', '')","('HP：550', 'SP：70', 'ATK：80', 'INT：50', 'DEF：90', 'SPD：80')","('HP：1430', 'SP：177', 'ATK：178', 'INT：148', 'DEF：188', 'SPD：207')","('皇家突击队', '发动攻击时，有10%的机率使对方麻痹。')","[('硝基毒针', '对敌方单体发动雷属性高威力的DEF贯穿攻击。')]","['Lv.闪电坠击Ⅰ', 'Lv.流星坠落Ⅰ', 'Lv.奈米机械破坏Ⅲ', 'Lv.混乱鬼火']"
159,地龙兽,,完全体,病毒,土,3,14,攻击,"['战甲兽', '核龙兽绿', '大地暴龙兽']","['维京毛人兽', '破坏龙兽', '破灭魔龙兽']","('等级：30', 'HP：400', 'SP：', 'ATK：125', 'DEF：', 'INT：', 'SPD：', '友情：', '才能：10', '')","('HP：850', 'SP：45', 'ATK：135', 'INT：35', 'DEF：85', 'SPD：55')","('HP：2020', 'SP：123', 'ATK：262', 'INT：113', 'DEF：202', 'SPD：153')","('地龙', '增加土属性技能所给予的伤害，且ATK也增加10%。')","[('粉碎铁屑拳', '对敌方单体发动土属性威力110的物理攻击。容易产生CRT。')]","['Lv.地牛翻身Ⅰ', 'Lv.交叉拳', 'Lv.彗星重锤Ⅲ', 'Lv.地牛翻身Ⅱ']"
160,格斗狮子兽,,完全体,疫苗,雷,3,12,速攻,"['守卫兽', '迦奥迦兽', '狮子兽']","['黄金剑狮兽', '芳香兽', '摔角火山兽', '番长狮子兽']","('等级：26', 'HP：400', 'SP：', 'ATK：95', 'DEF：', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：1000', 'SP：45', 'ATK：100', 'INT：40', 'DEF：55', 'SPD：85')","('HP：2170', 'SP：133', 'ATK：227', 'INT：118', 'DEF：143', 'SPD：202')","('野性的鼓动', 'SPD提升15%。')","[('狮子兽波斩', '对敌方单体发动1~3次威力55的风属性物理攻击，并有40%的机率使对方眩晕。')]","['Lv.闪电坠击Ⅰ', 'Lv.敏捷填充', 'Lv.奈米机械破坏Ⅲ', 'Lv.交叉拳']"
161,黄金剑士兽,等级兽,完全体,疫苗,无,3,12,双刀,"['守卫兽（金）', '多路加兽', '猛禽龙兽', '狮子兽']","['阿尔法兽', '虎蜂兽', '杜兰达兽', '多路战龙兽', '王龙兽']","('等级：30', 'HP：400', 'SP：', 'ATK：80', 'DEF：', 'INT：', 'SPD：70', '友情：', '才能：', '')","('HP：800', 'SP：48', 'ATK：115', 'INT：42', 'DEF：45', 'SPD：95')","('HP：1780', 'SP：146', 'ATK：232', 'INT：159', 'DEF：133', 'SPD：193')","('蓄力的一击', 'CRT提升15%。')","[('十字利刃', '对敌方单体发动光属性威力110的物理攻击。容易产生CRT。')]","['Lv.反bug', 'Lv.神圣钩爪Ⅲ', 'Lv.闪耀雷射Ⅰ', 'Lv.重度强袭Ⅲ']"
162,新月兽,,完全体,资料,水,3,12,铁壁,"['星星兽', '雪人兽', '雷克斯兽']","['基路比兽善', '八脚马兽', '狄安娜兽']","('等级：30', 'HP：', 'SP：60', 'ATK：70', 'DEF：', 'INT：80', 'SPD：', '友情：', '才能：', '')","('HP：550', 'SP：80', 'ATK：80', 'INT：95', 'DEF：40', 'SPD：75')","('HP：1820', 'SP：187', 'ATK：168', 'INT：183', 'DEF：167', 'SPD：153')","('月下冰刃', '水、光属性技能造成的伤害增加10%。')","[('月亮瞬舞', '对敌方单体发动水属性威力100的物理攻击，会有50%的机率使对方混乱。')]","['Lv.大海波浪Ⅰ', 'Lv.发电水流Ⅱ', 'Lv.闪耀雷射Ⅰ', 'Lv.寒冰之箭Ⅲ']"
163,电子龙兽,,完全体,疫苗,暗,2,14,攻击,"['魔蛹兽', '强袭龙兽', '兔爷兽', 'V龙兽', '黑迪路兽']","['裁决兽', '泰坦兽', '阿尔法兽']","('等级：28', 'HP：400', 'SP：', 'ATK：75', 'DEF：', 'INT：', 'SPD：75', '友情：', '才能：', '')","('HP：900', 'SP：42', 'ATK：110', 'INT：40', 'DEF：85', 'SPD：73')","('HP：2070', 'SP：120', 'ATK：237', 'INT：118', 'DEF：202', 'SPD：171')","('正义的团结', '连击的发生、持续机率提升10%')","[('绝灭爪', '对敌方单体发动威力115的无属性物理攻击，并有10%的机率使对方立即死亡。')]","['Lv.剧毒陷阱', 'Lv.攻击破坏', 'Lv.彗星重锤Ⅲ', 'Lv.破坏加农Ⅲ']"
164,古神兽,土偶兽,完全体,自由,光,2,14,铁壁,"['战甲兽', '天使兽']","['维京毛人兽', '混沌公爵兽', '基路比兽善']","('等级：30', 'HP：', 'SP：', 'ATK：', 'DEF：75', 'INT：65', 'SPD：', '友情：100', '才能：', '合体进化')","('HP：900', 'SP：82', 'ATK：40', 'INT：95', 'DEF：95', 'SPD：53')","('HP：2170', 'SP：189', 'ATK：128', 'INT：183', 'DEF：222', 'SPD：131')","('正义基因', '光属性技能造成的伤害增加15%。')","[('荒御魂', '对敌方全体发动威力75的光属性魔法攻击。')]","['Lv.闪耀雷射Ⅰ', 'Lv.驱散', 'Lv.神圣之光Ⅲ', 'Lv.雄伟巨石Ⅲ']"
165,祖利兽,,完全体,病毒,木,3,12,HP,"['朽木兽', '比多兽', '古加兽', '冰恶魔兽']","['究极古加兽', '葛叶兽', '木偶兽']","('等级：28', 'HP：800', 'SP：', 'ATK：', 'DEF：70', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：1000', 'SP：64', 'ATK：60', 'INT：65', 'DEF：80', 'SPD：56')","('HP：2270', 'SP：152', 'ATK：167', 'INT：163', 'DEF：187', 'SPD：144')","('奇异的舞蹈', '发动攻击时，有10%的机率使对方混乱。')","[('樱桃炸弹', '对敌方全体发动威力80的木属性物理攻击。')]","['Lv.符文之森Ⅰ', 'Lv.物理耗竭', 'Lv.符文之森Ⅱ', 'Lv.新月之叶Ⅲ']"
166,人面战鹰兽,希尔芙兽,完全体,自由,风,3,14,速度,"['亚古拉兽', '迪路兽']","['女战神兽', '狮鹫兽', '沙古牙兽', '杜纳斯兽', '凤凰兽']","('等级：30', 'HP：', 'SP：', 'ATK：60', 'DEF：75', 'INT：', 'SPD：75', '友情：100', '才能：', '合体进化')","('HP：600', 'SP：85', 'ATK：70', 'INT：75', 'DEF：70', 'SPD：95')","('HP：1480', 'SP：192', 'ATK：168', 'INT：173', 'DEF：168', 'SPD：222')","('风之守卫', '风属性技能造成的伤害增加15%。')","[('冲上云霄', '对敌方单体发动威力110的风属性魔法攻击。')]","['Lv.狂风暴雨Ⅰ', 'Lv.爆击填充', 'Lv.音速空洞Ⅲ', 'Lv.烈风利爪Ⅲ']"
